prefix	title	tag	label	flag	num	text_1	text_2	text_3	text_4	text_5	text_6	text_7	text_8	text_9	text_10	text_11	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10	score_11
手|抓	手|抓|饭	百科	0	train	10	手|抓|饼|的|做法	手|抓|女生|胸头|像	手|抓|饼	手|抓|饭|的|做法	手|抓|饭	手|抓|饼|怎么|做	手|抓|饼坯子	手|抓|饼|图片	手|抓|羊肉	手|抓|饼|和|面|步骤|和|做法	PAD	0.245	0.106	0.106	0.046	0.038	0.027000000000000003	0.022000000000000002	0.013999999999999999	0.013999999999999999	0.013000000000000001	0.0
	kahootit|网	网站	0	train	8	火车票	com|白|小姐|传密|a|面	的|那|一刻	新闻	com1|把	com|白|小姐|传密	微信	net	PAD	PAD	PAD	0.032	0.027999999999999997	0.027000000000000003	0.027000000000000003	0.026000000000000002	0.026000000000000002	0.025	0.021	0.0	0.0	0.0
皋兰	皋兰县	百科	0	train	10	皋兰|天气|预报	皋兰|天气	皋兰县	皋兰|天气|预报|一|周	皋兰山	皋兰|新闻	皋兰|洪水	皋兰县|天气|预报	皋兰县|邮编	皋兰|水阜	PAD	0.11800000000000001	0.10099999999999999	0.092	0.048	0.039	0.025	0.024	0.018000000000000002	0.018000000000000002	0.018000000000000002	0.0
vi	vivo|官网	网站	1	train	9	vivox21	vivo	vivox23	vivoy85	vivonex	vivoz1	vivo|官网	vivonex	vivoy83	PAD	PAD	0.061	0.053	0.027999999999999997	0.024	0.023	0.022000000000000002	0.02	0.011000000000000001	0.011000000000000001	0.0	0.0
武汉|友好	武汉|友好|医院|周末|上班|吗	健康	0	train	6	武汉|友好|医院	武汉|友好|医院|怎么样|啊	武汉|友好|医院|怎么样	武汉|友好|医院|吭人|吗	武汉|友好|医院|附近|地铁	武汉|友好|医院|正规|吗	PAD	PAD	PAD	PAD	PAD	0.522	0.165	0.133	0.086	0.05	0.044000000000000004	0.0	0.0	0.0	0.0	0.0
活性|多|糖	生物|活性|多|糖	百科	0	train	6	活性|多|糖|的|骗局	活性|多糖|之|父|高益槐	活性|多糖|之|父	活性|多|糖|的|作用	活性|多|糖|真|能|治病|吗	活性|多|糖|的|功效	PAD	PAD	PAD	PAD	PAD	0.22899999999999998	0.195	0.08800000000000001	0.071	0.052000000000000005	0.040999999999999995	0.0	0.0	0.0	0.0	0.0
浦发|银行	浦发|银行|股票	百科	0	train	10	浦发|银行|信用卡	浦发|银行|电话	浦发|银行|信用卡|电话	浦发|银行|信用卡|中心	浦发|银行|客服|电话	浦发|银行|官网	浦发|银行|网点	浦发|银行|信用卡|申请	浦发|银行|电话|号码|多少	浦发|银行|客服	PAD	0.18	0.11800000000000001	0.08900000000000001	0.033	0.019	0.018000000000000002	0.015	0.015	0.013999999999999999	0.011000000000000001	0.0
手机|壳	淘宝特|卖|-|手机壳	网页	0	train	10	手机|壳|发|黄|了|怎么|清洗	手机|壳|图片	手机|壳|发|黄|清洗|小|窍门	手机壳|定制	手机|壳|图片|大全	手机|壳|发|黄|怎么办	手机|壳|脏|了|怎么|清洗	手机|壳|变|黄|了|怎么|变|白	手机|壳|发|黄	手机|壳|品牌	PAD	0.23399999999999999	0.062	0.024	0.024	0.023	0.019	0.012	0.012	0.011000000000000001	0.011000000000000001	0.0
熊	熊猫|优选	应用	1	train	8	熊|出没	熊梓淇	熊|出没|之|探险|日记	熊猫	熊猫|tv	熊猫|直播	熊|出没|全集	熊兵	PAD	PAD	PAD	0.09699999999999999	0.037000000000000005	0.035	0.03	0.028999999999999998	0.017	0.012	0.01	0.0	0.0	0.0
梨花|飞	梨花|飞	百科	0	train	10	梨花|飞情人|泪	梨花|飞情人|泪|原|唱	梨花|飞情人|泪|歌词	梨花|飞情人|泪|原|唱|曲谱	梨花|飞情人|泪|图片	梨花|飞情人|泪|广场舞	梨花|飞情人|泪|简谱	梨花|飞情人|泪|简谱	梨花|飞情人|泪|曲谱	梨花|飞情人|泪|歌曲	PAD	0.285	0.252	0.086	0.040999999999999995	0.035	0.034	0.031	0.028999999999999998	0.026000000000000002	0.021	0.0
吹	吹|雪|动漫	网站	0	train	10	吹箫	吹|裙子	吹毛求疵	吹|喇叭	吹牛	吹毛求疵|什么|意思	吹|雪|漫画	吹|空调|感冒	吹|泡泡|水|的|制作|方法	吹|泡泡	PAD	0.055	0.031	0.01	0.01	0.01	0.01	0.01	0.009000000000000001	0.008	0.008	0.0
盆地	盆地	百科	0	train	10	盆地|康复|怎么|做	盆地|康复|有|必要|做|吗	盆地|肌|修复	盆地|是|什么|意思	盆地|的|特点	盆地|的|特点|是|什么	盆地|图片	盆地|康复	盆地|康复|怎么|做|视频	盆地|修复	PAD	0.20199999999999999	0.16	0.052000000000000005	0.038	0.03	0.024	0.022000000000000002	0.018000000000000002	0.018000000000000002	0.017	0.0
高德	百度|地图	应用	0	train	10	高德|地图	高德|地图|免费|导航	高德|导航	高德|地图|免费|下载	高德|地图|下载	高德|地图|导航	高德顺|风车	高德|地图|在线|导航	高德|叫|车	高德|打车	PAD	0.475	0.087	0.055999999999999994	0.044000000000000004	0.031	0.021	0.015	0.009000000000000001	0.006999999999999999	0.006	0.0
血浆	献血|浆|血浆|是|什么|呀	健康	0	train	9	血浆|是|什么	血浆|d|二|聚体	血浆|置换	血浆|多少|钱|一|袋	血浆|的|作用	血浆鸭|的|做法	血浆|蛋白	血浆|和|血清|的|区别	血浆|胶体|渗透压	PAD	PAD	0.133	0.038	0.034	0.027000000000000003	0.025	0.023	0.022000000000000002	0.021	0.017	0.0	0.0
来伊份	来伊份	百科	0	train	10	来伊份|股票	来伊份|加盟	来伊份|加盟费|多少|钱	来伊份|官网	来伊份|休闲|零食店	来伊份|零食店|加盟	来伊份|食品|有限公司	来伊份|加盟|怎么样	来伊份|加盟|赔钱|惨淡	来伊份|加盟费|多少	PAD	0.166	0.08900000000000001	0.052000000000000005	0.047	0.040999999999999995	0.027999999999999997	0.02	0.02	0.015	0.013000000000000001	0.0
纹身	纹身|图案	百科	1	train	10	纹身|图案	纹身|图片	纹身|小|图案	纹身|图	纹身|图案|大全	纹身|图案|女	纹身|图案|男	纹身|手稿	纹身|图案|大全|图片	纹身|男|被|砍|视频	PAD	0.105	0.043	0.038	0.036000000000000004	0.03	0.022000000000000002	0.013999999999999999	0.013999999999999999	0.013000000000000001	0.01	0.0
网络|直	网络|直销	百科	0	train	9	网络|直播|平台	网络|直销	网络|直播	网络|直播|怎么|赚钱	网络|直播|实名制	网络|直播|高价|挖|人	网络|直播|软件	网络|直播|电视	网络|直播|平台|排名	PAD	PAD	0.233	0.185	0.16399999999999998	0.048	0.046	0.028999999999999998	0.021	0.018000000000000002	0.012	0.0	0.0
腰酸背痛	腰酸背痛	百科	0	train	10	腰酸背痛|图片	腰酸背痛|怎么|回|事	腰酸背痛|怎么办	腰酸背痛|是|怎么|回|事	腰酸背痛|怎么|缓解	腰酸背痛|肾|虚	腰酸背痛|怎么办|缓解	腰酸背痛|怎么|治	腰酸背痛|是|什么|原因	腰酸背痛|是|肾虚吗	PAD	0.109	0.087	0.08	0.024	0.018000000000000002	0.018000000000000002	0.018000000000000002	0.016	0.015	0.013999999999999999	0.0
乡村|透	乡村|透视|小|神农	百科	0	train	10	乡村|透视|小|神医	乡村|透视|小|神医|铁阳	乡村|透视|神医	乡村|透视|小|神医|赵铁阳	乡村|透视|小|仙医	乡村|透视|小|农民	乡村|透视|小|神医|铁阳	乡村|透视|小|神医|铁阳|著	乡村|透神|小|神医|赵铁阳	乡村|透视|小|神医|铁阳\|b	PAD	0.32899999999999996	0.081	0.073	0.067	0.05	0.032	0.027000000000000003	0.023	0.017	0.017	0.0
装逼|神器	装逼|神器|制作|的|话费|充值图	知道	1	train	10	装逼|神器	装逼|神器|下载	装逼|神器	装逼|神器|在线|制作	装逼|神器|在线|生成	装逼|神器|破解|版	装逼|神器|在线	装逼|神器|在线|生成器	装逼|神器|软件	装逼|神器|怀孕|证明|生成	PAD	0.047	0.028999999999999998	0.025	0.023	0.018000000000000002	0.011000000000000001	0.006999999999999999	0.005	0.004	0.004	0.0
财付	财付通|的|钱|在|哪里|扣|的	知道	0	train	10	财付通	财付通|扣|我|银行卡|的|钱	财付通|是|什么	财付|通|客服|电话	财付通|官网	财付通|账户	财付通|官网|登陆|首页	财付|通客服	财付通|注册|账号	财付通|是|什么|扣|钱	PAD	0.265	0.149	0.136	0.054000000000000006	0.035	0.027999999999999997	0.013999999999999999	0.013000000000000001	0.012	0.011000000000000001	0.0
十一月	十一月|十三号|是|什么|星座	知道	0	train	10	十一月|四日|风雨|大|作	十一月|是|什么|星座	十一月份|是|什么|星座	十一月|英文	十一月|什么|星座	十一月|英语	十一月|二十|是|什么|星座	十一月|一|号|是|什么|星座	十一月|的|英文	十一月|旅游|最佳|之|地	PAD	0.297	0.138	0.049	0.035	0.017	0.013000000000000001	0.009000000000000001	0.008	0.008	0.006999999999999999	0.0
肺泡	肺部|布满|肺泡	健康	1	train	10	肺泡|破裂	肺泡|表面|活性|物质	肺泡|蛋白|沉积症	肺泡|通气量	肺泡|怎么|治	肺泡癌	肺泡|治疗	肺泡|呼吸音	肺泡|表面|张力	肺泡|动脉|氧分|压差	PAD	0.165	0.075	0.055999999999999994	0.054000000000000006	0.043	0.033	0.022000000000000002	0.02	0.016	0.016	0.0
360|浏览器	360|浏览器	应用	1	train	10	360|浏览器|网页	360|浏览器|下载	360|浏览器|主页	360|浏览器|下载|手机|板	360|浏览器	360|浏览器|网址	360|浏览器|手机|版本	360|浏览器|网页版	360|浏览器|电脑|版	360|浏览器|官网	PAD	0.048	0.045	0.019	0.008	0.005	0.005	0.005	0.005	0.004	0.004	0.0
酸菜鱼	酸菜鱼|的|做法	菜谱	1	train	10	酸菜鱼|的|做法	酸菜鱼|怎么|做	酸菜鱼|的|做法|和|步骤	酸菜鱼|的|家常|做法	酸菜|鱼片|汤	酸菜鱼|做法	酸菜鱼|用|什么|鱼	酸菜鱼|图片	酸菜鱼|怎么|做|好吃	酸菜|鱼正宗|视频|教程	PAD	0.536	0.040999999999999995	0.026000000000000002	0.022000000000000002	0.018000000000000002	0.012	0.01	0.01	0.008	0.006999999999999999	0.0
梅菜|扣|肉	梅菜扣|肉|最|正宗|的|做法	经验	0	train	10	梅菜|扣|肉|的|家常|做法	梅菜|扣|肉|的|做法	梅菜|扣|肉|怎么|做	梅菜|扣|肉|图片	梅菜扣|肉|做法	梅菜扣|肉饼	梅菜扣|肉|正宗|做法	梅菜扣|肉饼|的|做法	梅菜|扣|肉|懒人|做法	梅菜|扣|肉|的|做法|视频	PAD	0.32299999999999995	0.17600000000000002	0.027999999999999997	0.016	0.015	0.013999999999999999	0.008	0.006999999999999999	0.006999999999999999	0.006	0.0
袆	袆	百科	1	train	10	袆|怎么|读	袆|怎么|读|拼音	袆|和|祎|有|什么|下|同	袆|和|祎|怎么|读	袆字|怎么|读	袆|怎么|读音	袆|是|什么|意思	袆|的|拼音	袆|的|读音	袆|怎么|读音|是|什么|意思	PAD	0.723	0.11699999999999999	0.027000000000000003	0.019	0.018000000000000002	0.012	0.012	0.012	0.009000000000000001	0.005	0.0
青年|旅馆	新|青年|旅馆	百科	0	train	5	青年|旅馆|多少|钱|一|晚	青年|旅馆|是|男女|混|住|吗	青年|旅馆|官网	青年|旅馆|安全|吗	青年|旅馆|是|什么	PAD	PAD	PAD	PAD	PAD	PAD	0.131	0.11	0.059000000000000004	0.055	0.027000000000000003	0.0	0.0	0.0	0.0	0.0	0.0
猪瘟	猪瘟|病毒	百科	0	train	10	猪瘟|的|症状	猪瘟|病毒	猪|瘟疫	猪|瘟疫情|最新|消息	猪瘟|对|人|有|影响|吗	猪瘟|最新|消息	猪瘟|传染人|吗	猪瘟会|传染人|吗	猪|瘟疫情	猪瘟|的|症状|图片	PAD	0.107	0.08900000000000001	0.065	0.045	0.037000000000000005	0.036000000000000004	0.027000000000000003	0.02	0.016	0.016	0.0
属	属|相|婚配	百科	1	train	10	属|相|婚配	属|兔|的|今年|多|大	属|蛇|的|今年|多|大	属|牛|的|今年|多|大	属|羊|的|今年|多|大	属|猪|的|今年|多|大	属鼠	属|鸡|的|今年|多|大	属|猴|的|今年|多|大	属|狗|的|今年|多|大	PAD	0.027999999999999997	0.01	0.009000000000000001	0.009000000000000001	0.009000000000000001	0.009000000000000001	0.008	0.008	0.008	0.008	0.0
鼻炎	鼻炎	百科	0	train	10	鼻炎|的|症状	鼻炎|怎么|治	鼻炎|吃|什么|药	鼻炎|怎么办	鼻炎|药	鼻炎|怎么|治|小|妙招	鼻炎|传染|吗	鼻炎|怎么|治|能|除根	鼻炎|根治	鼻炎|康片	PAD	0.179	0.111	0.03	0.021	0.01	0.009000000000000001	0.008	0.008	0.008	0.008	0.0
龙眼	龙眼|甜汤|的|做法	菜谱	0	train	10	龙眼肉|的|功效|与|作用	龙眼|上火|吗	龙眼|和|桂圆|的|区别	龙眼|干|怎么|晒	龙眼|的|功效|与|作用	龙眼|干|怎么|做	龙眼|吃|多|了|会|怎么样	龙眼|一|天|吃|多少|合适	龙眼|图片	龙眼|干|的|功效|与|作用	PAD	0.156	0.067	0.035	0.028999999999999998	0.023	0.022000000000000002	0.022000000000000002	0.013000000000000001	0.009000000000000001	0.009000000000000001	0.0
hd	HD|是|什么|意思	知道	1	train	10	hd|是|什么|意思	hdr|是|什么|拍照|功能	hdbeauty	hdvoyeurhit|中国|夫妻	hdr|是|什么|意思	hdtube	hd|什么|意思	hd|怎么|关闭	hdxxx	hdmi	PAD	0.12	0.064	0.040999999999999995	0.038	0.026000000000000002	0.025	0.025	0.019	0.017	0.017	0.0
长春西	长春|西汀|注射液	百科	1	train	10	长春|西汀	长春|西汀|注谢液|说明书	长春|西汀|的|作用|与|功效	长春|西站	长春|西站|到|长春站	长春|西汀片	长春|西站|在|哪	长春|西丁	长春|西汀|注射液	长春|西|到|长春站	PAD	0.223	0.213	0.07	0.054000000000000006	0.031	0.023	0.023	0.021	0.02	0.015	0.0
万通	万通	百科	0	train	10	万通|筋骨片	万通|筋骨|贴	万通|消糜栓	万通|筋骨|贴|多少|钱|一|盒	万通|筋骨|贴|效果|怎么样	万通|通讯	万通|消糜栓|效果|怎么样	万通|通讯|是|真是|假	万通|筋骨|喷剂	万|通|汽修|学校|学费表	PAD	0.127	0.10400000000000001	0.081	0.025	0.017	0.015	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.012	0.0
胃痛	快速|缓解|胃|痛|的|简单|方法	经验	1	train	10	胃痛|怎么办	胃痛|怎么|快速|缓解	胃|痛|吃|什么|药	胃痛|的|症状	胃痛|怎么|缓解	胃痛拉肚子	胃|痛|图片	胃|痛|吃|什么|药|最|快|止痛	胃|痛|吃|什么|好	胃|痛|吃|什么|药|好	PAD	0.14300000000000002	0.095	0.06	0.059000000000000004	0.023	0.015	0.013999999999999999	0.013999999999999999	0.011000000000000001	0.01	0.0
太	太平洋|汽车网	网站	1	train	9	太初	太|古|龙象决	太|古剑尊	太湖|字谜	太古神|王	太原|天气	太平洋|汽车网	太|古|狂魔	太湖|字迷	PAD	PAD	0.048	0.039	0.021	0.019	0.011000000000000001	0.009000000000000001	0.006999999999999999	0.006999999999999999	0.006	0.0	0.0
桦树	桦树瘤|的|功效	健康	0	train	10	桦树茸|的|功效|及|副作用	桦树茸	桦树茸|的|功效	桦树茸|价格	桦树泪	桦树茸|就|是|骗局	桦树茸|为什么|中国|禁止	桦树|图片	桦树茸|骗局	桦树|图片|大全	PAD	0.239	0.192	0.063	0.025	0.02	0.019	0.017	0.013999999999999999	0.012	0.012	0.0
秋天|有	那些|和|秋天|有关|的|故事	百科	0	train	10	秋天|有|什么|花	秋天|有|什么|水果	秋天|有|什么	秋天|有|什么|水果|成熟	秋天|有|什么|花|开	秋天|有|什么|动物	秋天|有|哪些|水果	秋天|有|什么|水果|丰收	秋天|有|哪些|水果|成熟	秋天|有|什么|树	PAD	0.184	0.135	0.040999999999999995	0.037000000000000005	0.033	0.028999999999999998	0.023	0.02	0.018000000000000002	0.017	0.0
珠穆朗玛峰	珠穆朗玛峰|-|旅游|攻略	旅游	0	train	10	珠穆朗玛峰|高|多少|米	珠穆朗玛峰|在|哪里	珠穆朗玛峰|图片	珠穆朗玛峰|有|多|高	珠穆朗玛峰|上|的|死尸	珠穆朗玛峰|旅游	珠穆朗玛峰|海拔	珠穆朗玛峰	珠穆朗玛峰|多|高	珠穆朗玛峰|海拔|多少|米	PAD	0.311	0.07200000000000001	0.040999999999999995	0.021	0.019	0.018000000000000002	0.016	0.013999999999999999	0.012	0.011000000000000001	0.0
甲沟炎	甲沟炎	百科	1	train	10	甲沟炎|最佳|治疗|方法	甲沟炎|图片	甲沟炎|怎么|治	甲沟炎|怎么|治|除根	甲沟炎|和|甲|下|脓肿	甲沟炎|用|什么|药膏|好	甲沟炎|用|什么|药	甲沟炎|能|自愈|吗	甲沟炎|怎么办	甲沟炎|视频	PAD	0.17800000000000002	0.071	0.044000000000000004	0.033	0.026000000000000002	0.022000000000000002	0.021	0.015	0.015	0.013000000000000001	0.0
淘宝	爱淘宝	网站	0	train	10	淘宝网	淘宝|下载	淘宝网|首页	淘宝网|页版	淘宝网|触屏版	淘宝|评价|100|字|复制	淘宝|好评|100|字|通用|评论	淘宝|客服|电话	淘宝|评价	淘宝|刷单	PAD	0.162	0.025	0.011000000000000001	0.011000000000000001	0.008	0.006	0.006	0.005	0.005	0.005	0.0
淘宝	手机|淘宝	应用	1	train	10	淘宝网	淘宝|下载	淘宝网|首页	淘宝网|页版	淘宝网|触屏版	淘宝|评价|100|字|复制	淘宝|好评|100|字|通用|评论	淘宝|客服|电话	淘宝|评价	淘宝|刷单	PAD	0.162	0.025	0.011000000000000001	0.011000000000000001	0.008	0.006	0.006	0.005	0.005	0.005	0.0
咽	慢性|咽喉炎|的|症状|和|治疗|方法	经验	0	train	10	咽炎|症状	咽炎	咽喉炎	咽后壁|淋巴滤|泡|增生	咽炎|怎么|治	咽喉炎|有|哪些|症状	咽炎|吃|什么|药	咽喉癌	咽喉|异物感	咽喉	PAD	0.07200000000000001	0.055	0.054000000000000006	0.038	0.035	0.034	0.03	0.027000000000000003	0.018000000000000002	0.017	0.0
法律	律师|免费|法律|咨询	应用	0	train	9	法律|咨询	法律|援助	法律|讲堂	法律|讲堂|生活|版|2018	法律|知识	法律|事务|专业	法律|咨询|热线	法律|服务	法律|大全	PAD	PAD	0.12	0.075	0.046	0.015	0.013999999999999999	0.013000000000000001	0.01	0.01	0.01	0.0	0.0
榻榻米	榻榻米	音乐	0	train	10	榻榻米|装修|效果|图	榻榻|米床	榻榻米|图片	榻榻|米床柜|一体	榻榻|米床|图片|大|全集	榻榻米|是|什么	榻榻|米床|连|衣柜|图片	榻榻|米床|图片	榻榻米|床垫	榻榻米|图片|大全|图片	PAD	0.168	0.133	0.095	0.037000000000000005	0.024	0.015	0.011000000000000001	0.01	0.008	0.008	0.0
三|国	三|国|战纪	游戏	0	train	10	三国演义	三|国|之|大汉|崛起	三国演义|读后感	三|国|之|巅峰|召唤	三|国|杀	三|国|之|熙皇	三|国|之|大|秦|复辟	三|国|之|武魂通天	三国演义|作者	三|国|神话|世界	PAD	0.062	0.04	0.023	0.022000000000000002	0.018000000000000002	0.017	0.015	0.01	0.009000000000000001	0.008	0.0
社保卡	社保卡	百科	0	train	10	社保卡|有|什么|用	社保卡|查询	社保卡|怎么|办理	社保卡|怎么|激活	社保|卡|激活	社保卡|查询|余额	社保卡|丢|了|怎么|补办	社保卡|可以|取|钱|吗	社保卡|密码|忘|了|怎么办	社保卡|怎么|用	PAD	0.122	0.069	0.026000000000000002	0.02	0.016	0.013000000000000001	0.011000000000000001	0.01	0.01	0.008	0.0
最|强|反	最|强|反|套路|系统	阅读	1	train	10	最|强|反|套路|系统	最|强|反派|糸统	最|强|反派|系统	最|强|反|套路	最|强|反|套路|系统|txt	最|强|反|套路|系统|笔趣阁	最|强|反|套路|系统|小说	最|强|反|套路|系统|漫画	最|强|反派|大|系统	最|强|反派|系统|封|七月	PAD	0.815	0.025	0.022000000000000002	0.022000000000000002	0.018000000000000002	0.017	0.017	0.011000000000000001	0.006	0.006	0.0
51|区	美国|51|区	知道	0	train	8	51|区|真相	51|区|关押|外星人|真实性	51|区|外星人	51|区|百度|百科	51|区|关押|外星人|图片	51|区|图片	51|区|游戏	51|区|真相|神秘|生物	PAD	PAD	PAD	0.11199999999999999	0.062	0.028999999999999998	0.027999999999999997	0.019	0.013999999999999999	0.006	0.006	0.0	0.0	0.0
快快	快|看|漫画	应用	1	train	8	快快|游戏	快快递|单号|查询	快快乐乐|类似|的|词语	快快|游戏|盒	快快|快|别|停|继续|我|要	快快|插|我|啊	快快|我|要|我|要	快快|用力|干|用力|啊|用力	PAD	PAD	PAD	0.043	0.034	0.031	0.031	0.03	0.021	0.018000000000000002	0.016	0.0	0.0	0.0
桂花	桂花	百科	1	train	10	桂花树	桂花茶	桂花糕	桂花鱼	桂花|糕|怎么|做	桂花|图片	桂花茶|的|功效|与|作用	桂花|的|功效|与|作用	桂花树|怎么|养|才|长|得|好	桂花糕|的|做法	PAD	0.045	0.042	0.035	0.034	0.022000000000000002	0.021	0.019	0.018000000000000002	0.013000000000000001	0.012	0.0
扳手	小|扳手	百科	0	train	10	扳手|图片	扳手腕	扳手|腕|靠|哪里|肌肉	扳手|腕|技巧	扳手|规格	扳手|腕|必胜|技巧|图解	扳手|腕|比赛	扳手|腕|能|说明|力气|大|吗	扳手|腕|冠军	扳手指|的|危害	PAD	0.145	0.054000000000000006	0.045	0.043	0.035	0.026000000000000002	0.023	0.023	0.013999999999999999	0.012	0.0
指甲	指甲	百科	0	train	10	指甲|有|竖纹	指甲|图片	指甲油|怎么|洗|掉|小|窍门	指甲|光疗	指甲花	指甲|凹凸不平	指甲|上|有|白点	指甲|与|肉|分离	指甲|分层	指甲|疾病	PAD	0.078	0.039	0.025	0.019	0.012	0.012	0.011000000000000001	0.011000000000000001	0.011000000000000001	0.01	0.0
按键	按键|精灵	应用	1	train	10	按键|精灵	按键|精灵|怎么|用	按键|精灵|安卓版	按键|精灵|免|root|版	按键|手机	按键|精灵|官网	按键|精灵|教程	按键|精|灵免|root	按键|机器人	按|键音|怎么|设置	PAD	0.306	0.076	0.073	0.053	0.027000000000000003	0.023	0.023	0.017	0.013999999999999999	0.012	0.0
子宫|内膜|增生	子宫|内膜|增生	健康	0	train	10	子宫|内膜|增生|怎么|治疗	子宫|内膜|增生|的|原因	子宫|内膜|增生|的|症状	子宫|内膜|增|生性|病变	子宫|内膜|增生|能|自愈|吗	子宫|内膜|增生|紊乱	子宫|内膜|增生症	子宫|内膜|增生|怎么办	子宫|内膜|增生|严重|吗	子宫|内膜|增生|早期|症状	PAD	0.187	0.087	0.085	0.035	0.033	0.015	0.013000000000000001	0.012	0.01	0.009000000000000001	0.0
奔驰	福建|奔驰	百科	0	train	10	奔驰|c200	奔驰|gla	奔驰|glc	奔驰|c|级	奔驰|e|级	奔驰|e300	奔驰|大|g	奔驰|g500	奔驰|g|级	奔驰|e200	PAD	0.044000000000000004	0.027000000000000003	0.022000000000000002	0.018000000000000002	0.013999999999999999	0.013999999999999999	0.012	0.011000000000000001	0.011000000000000001	0.009000000000000001	0.0
朗逸	朗逸	百科	1	train	10	朗逸|plus	朗逸|报价	朗逸|2018	朗逸|图片	朗逸|plus|报价	朗逸|汽车	朗逸|2017	朗逸|2018plus	朗逸|2017|款	朗逸|和|宝来	PAD	0.107	0.065	0.046	0.013999999999999999	0.012	0.01	0.01	0.008	0.006999999999999999	0.005	0.0
电视	电视剧	百科	1	train	10	电视剧	电视剧|大全	电视|背景|墙	电视剧|延禧|攻略	电视|直播	电视剧|排行榜	电视|背景|墙|图片	电视|墙|装修|效果|图|大全	电视剧|热搜榜	电视|墙	PAD	0.15	0.035	0.032	0.021	0.021	0.015	0.011000000000000001	0.009000000000000001	0.009000000000000001	0.006999999999999999	0.0
沃特	沃特	百科	1	train	9	沃特|股份	沃特玛	沃特玛|最新|消息	沃特碧	沃特福德|vs|热刺	沃特|艾文儿	沃特|股份|股票	沃特福德队	沃特福德|vs|水晶宫	PAD	PAD	0.14400000000000002	0.09699999999999999	0.086	0.049	0.034	0.033	0.032	0.027000000000000003	0.022000000000000002	0.0	0.0
流行性	流行性|腮腺炎|的|鉴别|诊断	知道	1	train	10	流行性|出血热	流行性|腮腺炎	流行性|感冒	流行性|乙型|脑炎	流行性|脑|脊髓|膜炎	流行性|角膜|结膜炎	流行性|感冒|症状|有|哪些	流行性|出血热|三|大|主症	流行性|感冒|吃|什么|药	流行性|脑膜炎	PAD	0.168	0.165	0.161	0.113	0.075	0.037000000000000005	0.023	0.017	0.013999999999999999	0.012	0.0
清远|黄	清远|黄龙峡|漂流	百科	0	train	10	清远|黄腾峡|漂流	清远|黄腾峡	清远|黄腾峡|门票|多少|钱	清远|黄龙峡|漂流	清远|黄腾峡|漂流|门票	清远|黄腾峡|漂流|图片	清远|黄坑	清远|黄腾峡|漂流|价格	清远|黄腾峡|生态|旅游区	清远|黄腾峡|水上|乐园	PAD	0.522	0.152	0.087	0.036000000000000004	0.021	0.02	0.019	0.018000000000000002	0.013000000000000001	0.013000000000000001	0.0
胎|盘|低	胎盘|低置	百科	1	train	10	胎盘|低置	胎盘|低|怎么办	胎盘|低置|几|个|月|最|危险	胎盘|低置|怎么|长|上去	胎盘|低置|提升|姿势|图片	胎盘|低置|状态	胎盘|低置|的|都|生|的|男孩	胎盘|低置|怎么办	胎盘|低置|提升|方法|图片	胎盘|低置|提升|方法	PAD	0.151	0.11599999999999999	0.084	0.066	0.038	0.03	0.024	0.023	0.022000000000000002	0.019	0.0
关节	关节炎|的|症状	健康	0	train	10	关节炎|的|症状	关节炎	关节炎|如何|治疗	关节型|过敏性|紫癜	关节|积液	关节|痛咋办	关节|疼痛	关节|响	关节|疼痛|是|怎么|回|事	关节|痛	PAD	0.10099999999999999	0.078	0.039	0.032	0.028999999999999998	0.023	0.022000000000000002	0.021	0.018000000000000002	0.018000000000000002	0.0
数字|油画	数字|油画|颜料	百科	0	train	10	数字|油画|怎么|画	数字|油画|图片	数字|油画|颜料|要|加|水|吗	数字|油画|技巧	数字|油画|是|什么	数字|油画|亮光剂|怎么|用	数字|油画|怎么|挂|墙上	数字|油画|颜料	数字|油画|教程	数字|油画|的|涂抹|技巧	PAD	0.18100000000000002	0.084	0.045	0.022000000000000002	0.021	0.021	0.02	0.013000000000000001	0.013000000000000001	0.012	0.0
生殖器|疱疹	龟头|生殖器|疱疹	百科	0	train	10	生殖器|疱疹|的|症状|图	生殖器|疱疹|图片	生殖器|疱疹|疫苗	生殖器|疱疹图	生殖器|疱疹|能|根治|吗	生殖器|疱疹|能|活|多久	生殖器|疱疹|用|什么|药	生殖器|疱疹|症状	生殖器|疱疹|的|症状	生殖器|疱疹|吃|什么|药	PAD	0.221	0.045	0.034	0.026000000000000002	0.013000000000000001	0.012	0.011000000000000001	0.01	0.009000000000000001	0.008	0.0
猎聘	猎聘	网站	0	train	10	猎聘网	猎聘网|招聘|信息	猎聘网|登陆	猎聘网|招聘	猎聘网|app|官网|下载	猎聘网|最新|招聘|信息	猎聘|同道	猎聘网|怎么样	猎聘|app	猎聘网|招聘|官方|网站	PAD	0.627	0.11900000000000001	0.040999999999999995	0.013999999999999999	0.011000000000000001	0.006999999999999999	0.005	0.003	0.003	0.003	0.0
