prefix	title	tag	label	flag	num	text_1	text_2	text_3	text_4	text_5	text_6	text_7	text_8	text_9	text_10	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
贝	贝乐虎|儿歌	应用	0	train	10	贝瓦|儿歌	贝店	贝克汉姆	贝乐虎|儿歌	贝壳|找房	贝瓦|儿歌|大全|100|首	贝店|开店|是|真的|吗	贝爷	贝尔	贝尔格|里|尔斯	0.028	0.025	0.020	0.014	0.013	0.013	0.013	0.012	0.011	0.010
贷款	360|借条|分期|贷款	应用	1	train	10	贷款|计算器	贷款|利率	贷款|平台	贷款|利率|计算器	贷款|软件	贷款|计算器|2018	贷款|急用	贷款|利息|怎么|算	贷款|app	贷款|利息|计算器	0.215	0.025	0.022	0.018	0.018	0.018	0.014	0.012	0.010	0.009
参芪|降	服|参芪|降糖|颗粒	健康	0	train	10	参芪|降糖|颗粒	参芪|降糖|胶囊	参芪|降糖|片	参芪|降糖|颗粒|说明书	参芪|降糖|颗粒|怎么样	参芪|降糖|胶囊|效果|怎样	参芪|降糖|颗粒|功效|如何	参芪|降糖	参芪|降糖|颗粒|副作用	参芪|降糖|胶囊|怎么样	0.420	0.281	0.096	0.044	0.024	0.021	0.020	0.019	0.019	0.018
邪气	邪气|凛然	百科	1	train	10	邪气|凛然	邪气|兵王	邪气|兵王|小说	邪气|凛然|全文|阅读	邪气|前夫|一吻|到底	邪气|凛然|跳舞	邪气|兵王|全文|免费|阅读	邪气|太子|孤星|隐寒	邪气|凛然|txt|下载	邪气|兵|王洪辰	0.215	0.212	0.061	0.047	0.041	0.035	0.031	0.027	0.015	0.014
铝合金	铝合金	百科	0	train	9	铝合金|门窗	铝合金|门窗|价格	铝合金|门	铝合金|型材	铝合金|橱柜	铝合金|门窗|十大|名牌	铝合金|百叶窗	铝合金|窗	铝合金|卷闸门	PAD	0.082	0.040	0.034	0.018	0.012	0.011	0.010	0.008	0.008	0.000
吉利	汽车报价|大全	应用	0	train	10	吉利|博越	吉利|帝豪	吉利|远景	吉利|汽车	吉利|帝豪|gs	吉利|博瑞	吉利|远景|x3	吉利|缤瑞	吉利|新车|上市	吉利|远景|x6	0.053	0.052	0.045	0.039	0.027	0.022	0.018	0.018	0.016	0.016
小学|奥数	小学|奥数|读本	百科	0	train	10	小学|奥数|题	小学|奥数|题及|答案	小学|奥数|举一反三	小学|奥数|思维|训练	小学|奥数|题|100|道|及|答案	小学|奥数|教程	小学|奥数|700|题|详解	小学|奥数|教材	小学|奥数|解题|方法|大全	小学|奥数|视频教程|50|集	0.226	0.085	0.071	0.032	0.032	0.029	0.026	0.017	0.016	0.013
颈椎	颈椎|痛	百科	0	train	10	颈椎病|的|症状	颈椎病	颈椎病|的|自我|治疗|方法	颈椎|操	颈椎病|正确|睡姿|图片	颈椎|生理|曲度|变直	颈椎病|眩晕	颈椎|疼	颈椎病|自我|按摩|图解	颈椎病|的|最好|3|钟|运动	0.120	0.067	0.056	0.030	0.028	0.010	0.010	0.009	0.008	0.008
鳊鱼|的	家常|鳊鱼|的|热量|和|减肥|功效	百科	0	train	9	鳊鱼|的|做法|大全	鳊鱼|的|做法	鳊鱼|的|营养价值	鳊鱼|的|拼音	鳊鱼|的|钓法	鳊鱼|的|做法|大|全家|常	鳊鱼|的|功效|与|作用	鳊鱼|的|读音	鳊鱼|的|做法|大全|视频	PAD	0.835	0.069	0.026	0.022	0.011	0.010	0.010	0.009	0.008	0.000
麻辣|香锅	正宗|麻辣|香锅|的|做法	菜谱	0	train	10	麻辣|香锅|的|家常|做法	麻辣|香锅|做法	麻辣|香锅|的|做法	麻辣|香锅|怎么|做	麻辣|香锅|学习	麻辣|香锅|做法|家常	麻辣|香锅|的	麻辣|香锅|连锁|加盟	麻辣|香锅|菜	麻辣|香锅|食材	0.356	0.074	0.043	0.029	0.021	0.014	0.010	0.010	0.009	0.008
718	夏新|718	百科	0	train	10	718|保时捷	718|路|公交车|路线	7185|管家婆|92lcom|挂牌	7185|管家婆|92lcom|百度	718|是|什么|星座	7185|管家婆|92lcom|一	7185|管家婆|92l	718|什么|意思	7180dn|清零	7188|游戏|交易平台|官方	0.404	0.036	0.026	0.025	0.024	0.023	0.022	0.017	0.016	0.015
一半	身体|一半|大|一半|小	健康	0	train	9	一半|魔鬼|图片	一半|天使	一半|佛	一半|魔|图片	一半|火焰	一半|流泪|图片	一半|微笑	一半|斯文	一半|血腥|头像	PAD	0.381	0.381	0.054	0.054	0.037	0.035	0.035	0.032	0.032	0.000
老醋|花生	老醋|花生	百科	0	train	10	老醋|花生|的|做法	老醋|花生|的|做法|大全	老醋|花生米	老醋|花生|的|汁|怎么|调	老醋|花生|怎么|做	老醋|花生米|的|做法	老醋|花生|的|家常|做法	老醋|花生|拌|苦菊	老醋|花生米|的|正确|做法	老醋|花生|的|浓汁|怎么|调	0.434	0.086	0.068	0.041	0.031	0.017	0.014	0.011	0.011	0.008
吃货|进	东北|吃货|进行曲	百科	0	train	10	吃货|进行曲	吃货|进行曲|舞蹈|视频	吃货|进行曲|歌词	吃货|进行曲|歌曲	吃货|进化	吃货|进化|手机|版	吃货|进行曲|童|可可	吃货|进行曲|儿童|舞蹈	吃货|进行曲|舞蹈	吃货|进行曲|幼儿|舞蹈	0.407	0.291	0.064	0.043	0.039	0.024	0.022	0.020	0.014	0.013
中华|会计	中华|会计|网校	百科	0	train	10	中华|会计|网校	中华|会计网|校官|网	中华|会计网	中华|会计|网校|继续|教育	中华|会计|网校|论坛	中华|会计网|校官|网|首页	中华|会计|网校|首页|登陆	中华|会计网|校官|网|登录	中华|会计网|官网	中华|会计师|网校	0.495	0.243	0.123	0.026	0.012	0.010	0.009	0.008	0.007	0.005
中国|建	中国建设银行|官网	网站	1	train	10	中国建设银行	中国建设银行|手机|银行	中国建设银行|官网	中国|建筑	中国|建筑|股票	中国建设银行|电话	中国建设银行|网上银行	中国建设银行|信用卡	中国|建筑|股票行情	中国建设银行|app|下载	0.291	0.141	0.075	0.042	0.036	0.028	0.018	0.018	0.011	0.011
个性	个性|签名	百科	1	train	10	个性|签名	个性|网	个性|签名|大全	个性|签名|霸气	个性|网名	个性头像	个性|签名|唯美	个性|网|头像	个性|说|说	个性|贺卡	0.178	0.106	0.073	0.052	0.042	0.036	0.023	0.017	0.016	0.011
餐饮	餐饮|加盟网|k18	应用	1	train	10	餐饮|巨头	餐饮|管理	餐饮|加盟	餐饮|集团|-|客服|咨询	餐饮|连锁|加盟	餐饮行业	餐饮|许可证	餐饮|巨头|小说	餐饮|好|项目	餐饮|培训	0.155	0.019	0.019	0.015	0.013	0.013	0.012	0.012	0.010	0.009
淘宝	爱|淘宝	网站	0	train	10	淘宝网	淘宝|下载	淘宝网|页|版	淘宝网|首页	淘宝网|触屏|版	淘宝|评价|100|字|复制	淘宝|好评|100|字|通用|评论	淘宝|评价	淘宝|客服|电话	淘宝|刷单	0.162	0.025	0.011	0.011	0.008	0.006	0.006	0.005	0.005	0.005
36	360|清理|大师	应用	1	train	9	360|手机|助手	360|直播	360|彩票	360|搜索	360|浏览器	360|借条	360|手机|卫士	36|选|7|开奖|结果	360|手机	PAD	0.074	0.041	0.030	0.027	0.025	0.023	0.013	0.012	0.011	0.000
佛手	佛手	百科	0	train	10	佛手瓜	佛手瓜|的|做法	佛手瓜|的|功效|与|作用	佛手|的|功效|与|作用	佛手|观音|莲	佛手柑	佛手|图片	佛手|果	佛手瓜|图片	佛手|花	0.150	0.107	0.062	0.045	0.034	0.024	0.020	0.018	0.016	0.015
小|天才	小|天才|电话|手表|怎么|安装|更换|电话卡	经验	0	train	10	小|天才|电话|手表	小|天才|z5	小|天才|官网	小|天才|电话|手表|app	小|天才|手表|害|了|孩子	小|天才|电话|手表|多少|钱	小|天才|电话|手表|app|下载	小|天才|电话|手表|z5	小|天才|z2	小|天才|app|软件|下载	0.251	0.035	0.024	0.023	0.020	0.019	0.014	0.012	0.012	0.011
卡盟	卡盟|平台	应用	1	train	10	卡盟|平台	卡盟|刷|钻|平台	卡盟|排行榜	卡盟|网	卡盟|网站	卡盟|刷|钻|为什么|不|犯法	卡盟|金服	卡盟|排行	卡盟|刷|钻	卡盟|十大|排名	0.156	0.060	0.047	0.016	0.012	0.008	0.007	0.005	0.004	0.004
凤凰古城	凤凰古城	景点	1	train	10	凤凰古城|在|哪里	凤凰古城|天气	凤凰古城|图片	凤凰古城|门票	凤凰古城|旅游	凤凰古城|景点	凤凰古城|哪里|好玩	凤凰古城|二日游|攻略	凤凰古城|旅游|攻略	凤凰古城|游玩|攻略	0.105	0.023	0.015	0.014	0.013	0.013	0.009	0.007	0.007	0.006
宝马	宝马	汽车	1	train	10	宝马|x1	宝马|x5	宝马|5|系	宝马|3|系	宝马|x3	宝马|男|被|砍死	宝马|x6	宝马|i8	宝马|z4	宝马|5|系|报价	0.051	0.038	0.031	0.030	0.024	0.024	0.020	0.015	0.014	0.013
中国|少年	中国少年先锋队|队歌	音乐	0	train	10	中国|少年|说	中国少年先锋队|队歌	中国|少年|说|全文	中国少年先锋队	中国|少年|说|张杰	中国|少年|说|朗诵|视频	中国|少年|说|歌词	中国|少年|强	中国少年先锋队|队旗	中国|少年|说|全文|朗诵	0.348	0.100	0.083	0.038	0.033	0.022	0.019	0.016	0.012	0.012
取保	取保候审	百科	0	train	10	取保候审	取保候审|是|什么|意思	取保候审|后|还|会|判刑|吗	取保候审|保证金	取保候审|条件	取保候审|的|程序	取保候审|多久|必须|结案	取保候审|申请书	取保候审|坐牢|几率|大|吗	取保候审|大概|多少|钱	0.140	0.111	0.106	0.059	0.036	0.027	0.026	0.024	0.022	0.022
百家乐	百家乐	百科	1	train	10	百家乐|网站	百家乐|网址	百家乐|怎么|玩	百家乐|技巧	百家乐|下载	百家乐|玩法	百家乐|游戏	百家乐|玩家	百家乐|路单	百家乐|规则	0.030	0.024	0.022	0.022	0.021	0.021	0.020	0.009	0.009	0.008
国寿	国寿|e|店	应用	1	train	10	国寿|e|家	国寿|e|店	国寿|e|家|网络版	国寿|e|宝	国寿|e|家官|网	国寿|e|家|登录	国寿|e|家|网络|板	国寿易|学堂	国寿|e|宝|下载安装	国寿|e|家|工号|登录	0.417	0.212	0.069	0.043	0.023	0.011	0.007	0.006	0.006	0.005
广场|舞	最炫|广场|舞	音乐	0	train	10	广场|舞|视频	广场|舞|16|步	广场|舞|视频|大全	广场|舞|一晃|就|老|了	广场|舞|歌曲	广场|舞|入门	广场|舞|大全	广场|舞|一晃|就|老|了|16|步	广场|舞|小苹果	广场|舞|歌曲|大全	0.095	0.055	0.036	0.024	0.020	0.019	0.016	0.013	0.007	0.006
天天|电玩|城	欢乐|捕鱼|人|天天|赢|话费	游戏	0	train	10	天天|电玩|城|官方|正版	天天|电玩|城|325|经典|版	天天|电玩|城官|网|下载	天天|电玩|城官|网	天天|电玩|城安卓版	天天|电玩|城|手机|版|下载	天天|电玩|城|下载	天天|电玩|城|唯一|官网	天天|电玩|城安卓|下载	天天|电玩|城|325	0.103	0.060	0.031	0.019	0.019	0.016	0.014	0.012	0.012	0.012
交友平台	MOMO|陌陌	应用	1	train	6	交友平台|有|哪些	交友平台|哪个|好	交友平台|有|哪些|免费|的	交友平台|免费|聊天|的	交友平台|排行榜	交友平台|排行	PAD	PAD	PAD	PAD	0.273	0.120	0.095	0.046	0.028	0.012	0.000	0.000	0.000	0.000
安全|教	安全|教育|平台	应用	0	train	10	安全|教育|平台	安全|教育|平台|登录|入|囗	安全|教育|平台|登录	安全|教育	安全|教育|平台|下载	安全|教育|平台|登录|入口	安全|教育|平台|帐号|登录	安全|教育|平台	安全|教育|平台|我|的|作业	安全|教育|手抄报	0.444	0.109	0.050	0.043	0.037	0.036	0.023	0.019	0.019	0.016
家长	家长|意见|和|建议|怎么|写	知道	1	train	9	家长|寄语	家长|意见	家长|意见|怎么|写	家长|评语	家长|寄语|怎么|写	家长|意见|怎么|写|最|简单	家长会|发言稿	家长|的话	家长|签字|评语|大全|20|字	PAD	0.068	0.040	0.035	0.027	0.024	0.014	0.014	0.011	0.011	0.000
医疗保险	关于|职工|医疗保险	健康	0	train	10	医疗保险|查询	医疗保险|怎么|报销	医疗保险|个人|怎么|交	医疗保险|买|哪种|好	医疗保险|一年|多少|钱	医疗保险|报销|范围	医疗保险|怎么|查询	医疗保险|报销|比例	医疗保险|可以|中断|吗	医疗保险|缴费	0.117	0.085	0.048	0.023	0.023	0.015	0.014	0.012	0.011	0.011
广西|科	广西|科技|大学	百科	1	train	10	广西|科技|大学	广西|科技|师范学院	广西|科技|大学|鹿山|学院	广西|科技|师范学院|官网	广西|科技|大学|官网	广西|科技|职业|学院	广西|科技馆	广西|科技|大学|是|几本	广西|科技|大学|宿舍	广西|科技|大学|柳石|校区	0.285	0.201	0.150	0.107	0.043	0.016	0.015	0.009	0.008	0.008
水头	月经期|洗|冷水|头	健康	0	train	10	水头|在线	水头|在线|招聘	水头镇	水头|在线|首页	水头|在线|最近|急|招聘	水头|在线|找|工作	水头|在线|2018|招聘|工作	水头|石材厂|最新|招聘	水头|村	水头|天气预报	0.244	0.100	0.064	0.019	0.014	0.013	0.012	0.011	0.010	0.009
三江	三江|侗网	网站	1	train	9	三江|学院	三江|人才网	三江|源	三江|人才网|官网	三江|侗网	三江|源|是|哪	三江|程阳|风雨|桥|旅游	三江|锅	三江|学院|学费	PAD	0.180	0.139	0.023	0.020	0.018	0.017	0.017	0.011	0.011	0.000
作	作业|帮|家长|版	应用	0	train	9	作业|帮	作文	作文|大全|400|字	作文|大全	作业|帮|免费|下载	作业|帮	作文题目	作业|盒子	作文|素材	PAD	0.141	0.084	0.033	0.032	0.025	0.013	0.013	0.011	0.009	0.000
雪莲|果	雪莲|果	百科	0	train	10	雪莲|果|的|正确|吃法	雪莲|果|的|功效|与|作用	雪莲|果|的|作用|与|功效	雪莲|果|怎么|吃	雪莲|果|图片	雪莲|果|鸡汤	雪莲|果|怎么|吃|最好	雪莲|果|的|功效|和|危害	雪莲|果|的|吃法|大全	雪莲|果|什么|时候|成熟	0.235	0.103	0.078	0.034	0.014	0.012	0.011	0.010	0.010	0.010
桔梗花	白色|桔梗花	音乐	0	train	9	桔梗花|的|花语	桔梗花|图片	桔梗花|语	桔梗花|花语	桔梗花|图片|大全	桔梗花|语是|什么	桔梗花|百度|百科	桔梗花|怎么|读	桔梗花|纹身|图案	PAD	0.267	0.093	0.050	0.015	0.014	0.006	0.004	0.004	0.003	0.000
交通银行|信用卡	交通银行|信用卡|官网	网站	1	train	10	交通银行|信用卡|电话	交通银行|信用卡|中心	交通银行|信用卡|申请	交通银行|信用卡|客服	交通银行|信用卡|进度	交通银行|信用卡|app	交通银行|信用卡|电话|号	交通银行|信用卡|官网	交通银行|信用卡|额度	交通银行|信用卡|查询	0.340	0.067	0.025	0.022	0.013	0.009	0.008	0.008	0.007	0.005
第六|交响曲	柴可夫斯基|第六|交响曲|哪个|版本|好	知道	1	train	0	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
宫颈|糜烂	宫颈|糜烂	健康	0	train	10	宫颈|糜烂|的|症状	宫颈|糜烂|用|什么|药|最好	宫颈|糜烂|3|度	宫颈|糜烂|图片	宫颈|糜烂|怎么办	宫颈|糜烂|是|怎么|引起|的	宫颈|糜烂|二度	宫颈|糜烂|三度	宫颈|糜烂|用|什么|药	宫颈|糜烂|2|度	0.082	0.063	0.047	0.040	0.039	0.032	0.018	0.017	0.014	0.014
朱亚文	朱亚文	百科	1	train	8	朱亚文|电视剧	朱亚文|照片	朱亚文|老婆	朱亚文|主演|的|电视剧	朱亚文|微博	朱亚文|沈佳妮	朱亚文|电视剧|大全	朱亚文|的|电视剧	PAD	PAD	0.082	0.041	0.041	0.018	0.012	0.008	0.006	0.006	0.000	0.000
椰	椰子|怎么|打开|吃|椰肉	经验	0	train	9	椰子	椰子|鞋	椰子|怎么|打开	椰子|500	椰子树|简笔画	椰子|蟹	椰子树	椰子|350	椰汁|千层|糕	PAD	0.039	0.030	0.024	0.019	0.014	0.012	0.010	0.010	0.010	0.000
油烟机	油烟机	百科	1	train	10	油烟机|怎么|清洗	油烟机|品牌|排行榜	油烟机|清洗	油烟机|什么|牌子|好	油烟机|排名	油烟机|品牌	油烟机|安装	油烟机|十大|品排|排行榜	油烟机|清洗|小窍门	油烟机|价格	0.108	0.103	0.067	0.037	0.023	0.019	0.015	0.011	0.011	0.010
温州|南	温州|南站	百科	1	train	10	温州|南站	温州|南|麂|岛	温州|南站|到|龙湾|机场	温州|南极|岛	温州|南|麂|岛|旅游|攻略	温州|南|火车站	温州|南站|到|温州|火车站	温州|南到|瑞安	温州|南塘|街	温州|南到|机场	0.145	0.140	0.049	0.028	0.028	0.016	0.015	0.012	0.012	0.012
痔	痔疮|的|最佳|治疗|方法	经验	1	train	10	痔疮	痔疮|图片	痔疮|怎么|治	痔疮|出血	痔疮|手术	痔疮|怎么办	痔疮|吃|什么|药|好得快	痔疮|的|治疗|方法	痔疮|手术|要|几天|恢复	痔核	0.130	0.086	0.078	0.031	0.022	0.016	0.014	0.013	0.012	0.011
用友	用友|软件|计提|折旧|的|步骤	知道	0	train	8	用友|软件	用友|u8	用友|网络|股票	用友|财务软件	用友|软件|操作|流程	用友|t3	用友|通	用友|t3|反|记账|怎么|操作	PAD	PAD	0.093	0.064	0.046	0.046	0.020	0.015	0.015	0.014	0.000	0.000
盐酸|氟桂	迪沙|盐酸|氟桂利嗪|胶囊	百科	0	train	10	盐酸|氟桂利嗪|胶囊	盐酸|氟桂利嗪	盐酸|氟桂利嗪|片	盐酸|氟桂利嗪|口服|溶液	盐酸|氟桂利|秦|胶囊	盐酸|氟桂利嗪|滴丸	盐酸|氟桂利|胶囊|吃|几粒	盐酸|氟桂利	盐酸|氟桂利嗪|胶囊|价格	盐酸|氟桂利嗪|胶囊|吃法	0.683	0.108	0.051	0.028	0.016	0.010	0.008	0.006	0.006	0.006
中国|建设	中国建设银行	百科	0	train	10	中国建设银行	中国建设银行|手机|银行	中国建设银行|官网	中国建设银行|电话	中国建设银行|信用卡	中国建设银行|网上银行	中国建设银行|app|下载	中国建设银行|app	中国建设银行|客服|电话	中国建设银行	0.382	0.184	0.098	0.037	0.024	0.023	0.014	0.013	0.009	0.008
糖	糖豆|广场|舞|社区	应用	0	train	10	糖醋排骨|的|做法	糖尿病|的|早期|症状	糖尿病	糖醋排骨	糖豆|广场|舞	糖醋|里脊	糖尿病|能|吃|什么|水果	糖醋|里脊|的|家常|做法	糖尿病|饮食	糖醋鱼|的|做法	0.063	0.042	0.035	0.034	0.017	0.016	0.015	0.013	0.012	0.011
糖	糖醋排骨|的|做法	菜谱	0	train	10	糖醋排骨|的|做法	糖尿病|的|早期|症状	糖尿病	糖醋排骨	糖豆|广场|舞	糖醋|里脊	糖尿病|能|吃|什么|水果	糖醋|里脊|的|家常|做法	糖尿病|饮食	糖醋鱼|的|做法	0.063	0.042	0.035	0.034	0.017	0.016	0.015	0.013	0.012	0.011
探	富|聊聊天|交友	应用	0	train	8	探歌	探界者	探索者|系列	探|清水河	探|下载	探是|什么	探险者	探歌|价格	PAD	PAD	0.040	0.035	0.034	0.029	0.028	0.016	0.012	0.011	0.000	0.000
五位一体	能|做|无痛|点典|125|五位一体|精准|治疗|么|病人	健康	0	train	10	五位一体|总|布局	五位一体|总体布局	五位一体|的|内容	五位一体|是|什么	五位一体|四个|全面	五位一体|内容	五位一体|解释	五位一体|是|什么|内容	五位一体|指|什么	五位一体|是|指	0.072	0.027	0.025	0.021	0.015	0.013	0.009	0.009	0.008	0.008
苡|仁	炒|薏苡仁|的|作用	健康	0	train	10	苡|仁|的|功效|与|作用	苡|仁和|薏米|一样|吗	苡|仁|怎么|吃	苡|仁|图片	苡|仁和|薏仁|一样|吗	苡|仁|红豆|粥|的|做法	苡|仁米|的|功效|与|作用	苡|仁|可以|和|米|一起|煮|吗	苡|仁和|薏仁|的|区别	苡|仁|的|功效	0.349	0.136	0.039	0.030	0.021	0.020	0.015	0.013	0.013	0.012
芦荟	芦荟|擦|脸	健康	0	train	10	芦荟胶|的|正确|用法	芦荟胶	芦荟胶|的|作用	芦荟胶|的|功效|与|作用	芦荟|的|功效	芦荟|怎么|养	芦荟胶|怎么|用	芦荟|怎么|吃	芦荟|图片	芦荟|胶囊	0.103	0.059	0.034	0.030	0.022	0.019	0.015	0.012	0.010	0.009
简	简笔画	百科	0	train	10	简笔画	简笔画|大全	简笔画|动物	简笔画|人物	简历|模板	简爱	简算	简爱|读后感	简笔画|花	简谱	0.058	0.024	0.021	0.013	0.009	0.008	0.008	0.007	0.007	0.007
蝴蝶兰	蝴蝶兰|的|养殖|方法|和|注意事项	经验	1	train	10	蝴蝶兰|图片	蝴蝶|兰花	蝴蝶|兰花|语	蝴蝶兰|的|折法	蝴蝶兰|怎么|养	蝴蝶兰|图片|大全	蝴蝶兰|怎么|繁殖	蝴蝶兰|的|养殖|方法	蝴蝶兰|花期	蝴蝶|兰花|谢后|怎么|处理	0.144	0.053	0.043	0.037	0.027	0.013	0.012	0.011	0.010	0.010
恋恋|不|忘	恋恋|不|忘	阅读	0	train	8	恋恋|不|忘|电视剧|全集	恋恋|不|忘|电视剧|全集|34	恋恋|不|忘|01	恋恋|不|忘|电视剧	恋恋|不|忘|电视剧|1|一|34	恋恋|不|忘|小说	恋恋|不|忘|第|34|集|免费|看	恋恋|不|忘|剧情|介绍	PAD	PAD	0.052	0.041	0.024	0.016	0.016	0.013	0.010	0.008	0.000	0.000
永乐|大	永乐|大典|方志|辑佚	百科	0	train	10	永乐|大典	永乐|大帝	永乐|大帝|电视剧|唐国强	永乐|大帝|电视剧	永乐|大典|是|哪个|皇帝	永乐|大帝|电视剧|全集	永乐|大帝|朱棣|电视剧	永乐|大典|是|什么|书	永乐|大钟	永乐|大帝|评书|昊儒	0.366	0.263	0.071	0.053	0.033	0.026	0.021	0.016	0.015	0.011
逍遥|兵王	女神|的|逍遥|兵王	百科	0	train	10	逍遥|兵|王洛天	逍遥|兵|王洛天|最新|章节	逍遥|兵王|小说	逍遥|兵|王洛天|全文|阅读	逍遥|兵|王洛天|最新|目录	逍遥|兵王|最新|章节	逍遥|兵王|混|乡村	逍遥|兵王|暗夜|行走	逍遥|兵王|落天|最新|章节	逍遥|兵|王洛|天大|结局	0.094	0.063	0.042	0.022	0.004	0.004	0.003	0.003	0.003	0.002
邓	邓小平|的|南昌|岁月	阅读	0	train	9	邓伦	邓紫棋	邓超	邓伦|微博	邓丽君	邓伦|的|女朋友|是|谁	邓家佳	邓莎	邓伦|杨|紫	PAD	0.293	0.036	0.025	0.020	0.016	0.015	0.013	0.010	0.008	0.000
邓	邓伦	百科	1	train	9	邓伦	邓紫棋	邓超	邓伦|微博	邓丽君	邓伦|的|女朋友|是|谁	邓家佳	邓莎	邓伦|杨|紫	PAD	0.293	0.036	0.025	0.020	0.016	0.015	0.013	0.010	0.008	0.000
我|的|校	我|的|校花|老婆	百科	0	train	9	我|的|校花|老婆	我|的|校园|作文	我|的|校花|姐姐	我|的|校园	我|的|校花|贴身|总裁	我|的|校园生活	我|的|校贷|那些|年	我|的|校长|生涯	我|的|校园|作文|300|字	PAD	0.078	0.069	0.049	0.042	0.036	0.029	0.022	0.020	0.019	0.000
犹记	犹记|惊鸿|照影	百科	1	train	10	犹记|惊鸿|照影	犹记|斐然	犹记|惊鸿|照影|小说	犹记|多情	犹记|惊鸿|照影|全文|阅读	犹记|惊鸿|照影|百度|云	犹记|斐然|天籁|纸鸢	犹记|惊鸿|照影|txt	犹记|惊鸿|照影来	犹记|斐然|txt	0.467	0.073	0.053	0.045	0.040	0.038	0.032	0.030	0.016	0.014
阅读器	盲人|阅读器	百科	0	train	10	阅读器|哪个|好用	阅读器|排行榜	阅读器|下载	阅读器|哪个|好	阅读器|哪个|牌子|好	阅读器|app|哪个|好	阅读器|排行榜|前十名	阅读器|是|什么	阅读器|哪个|品牌|好	阅读器|怎么|用	0.111	0.053	0.034	0.018	0.012	0.009	0.007	0.006	0.006	0.005
陆	陆少|的|暖|婚新妻	百科	0	train	8	陆少|的|暖|婚新妻	陆少|的|医神|娇妻	陆毅	陆风|x7	陆少|的|隐婚|甜妻	陆景|天霍宁香|免费|阅读	陆子艺	陆国明	PAD	PAD	0.081	0.051	0.012	0.010	0.009	0.008	0.008	0.007	0.000	0.000
作	作业|帮	应用	1	train	9	作业|帮	作文	作文|大全|400|字	作文|大全	作业|帮|免费|下载	作业|帮	作文题目	作业|盒子	作文|素材	PAD	0.141	0.084	0.033	0.032	0.025	0.013	0.013	0.011	0.009	0.000
车贷	车贷|计算器	应用	1	train	10	车贷|计算器	车贷|利息|一般|是|多少	车贷|利率	车贷|逾期|多久|会|收车	车贷|逾期|多久|之内|没事	车贷|还清|后|多久|拿|绿本	车贷|计算	车|贷款|条件	车贷|计算器|在线|计算	车贷|不|还|会|有|什么|后果	0.258	0.024	0.024	0.024	0.021	0.021	0.019	0.018	0.016	0.009
顺	顺丰单|号|查询|官网	网站	1	train	10	顺丰|快递|单|号|查询	顺丰|快递|查询	顺丰|快递	顺丰	顺丰|电话	顺丰|快递|查询|单|号|查询	顺丰速运	顺丰|快递|电话	顺风|快递|查询	顺嫔	0.135	0.105	0.069	0.048	0.030	0.019	0.015	0.014	0.014	0.013
顺	顺丰单|号|查询|官网	网站	1	train	10	顺丰|快递|单|号|查询	顺丰|快递|查询	顺丰|快递	顺丰	顺丰|电话	顺丰|快递|查询|单|号|查询	顺丰速运	顺丰|快递|电话	顺风|快递|查询	顺嫔	0.135	0.105	0.069	0.048	0.030	0.019	0.015	0.014	0.014	0.013
领带	领带|打法|图解	经验	0	train	10	领带|打法	领带|打法|图解	领带|怎么|打	领带|的|打法	领带|怎么|系	领带|打法|视频	领带|简笔画	领带|怎么|打|图解	领带|怎么|打|视频	领带|打法|图解|最|简单	0.353	0.150	0.120	0.030	0.022	0.020	0.015	0.013	0.013	0.012
k1062	K1062	火车	0	train	10	k1062|火车|时刻表	k1062|次列车|途经|站点	k1062|次列车|时刻表	k1062|座位|图	k1062|列车|所|经过|的|站	k1062|时刻表	k1062|路线图	k1062|次列车|时刻表|查询	k1062|列车|时刻表	k1062|次列车|时刻表|站点	0.368	0.206	0.056	0.015	0.012	0.012	0.009	0.008	0.006	0.006
鱼香肉丝	鱼香肉丝|的|做法	菜谱	1	train	10	鱼香肉丝|的|做法	鱼香肉丝|的|家常|做法	鱼香肉丝|怎么|做	鱼香肉丝|的|做法|步骤|图	鱼香肉丝|做法	鱼香肉丝|图片	鱼香肉丝|的|做法|视频	鱼香肉丝|简易|做法	鱼香肉丝|家常|简单|做法	鱼香肉丝|怎么|做|好吃	0.477	0.077	0.035	0.013	0.010	0.009	0.008	0.005	0.005	0.004
鱼香肉丝	鱼香肉丝|的|做法	菜谱	0	train	10	鱼香肉丝|的|做法	鱼香肉丝|的|家常|做法	鱼香肉丝|怎么|做	鱼香肉丝|的|做法|步骤|图	鱼香肉丝|做法	鱼香肉丝|图片	鱼香肉丝|的|做法|视频	鱼香肉丝|简易|做法	鱼香肉丝|家常|简单|做法	鱼香肉丝|怎么|做|好吃	0.477	0.077	0.035	0.013	0.010	0.009	0.008	0.005	0.005	0.004
高姿	高姿大|白水	百科	0	train	10	高姿|护肤品|怎么样	高姿|属于|什么|档次	高姿|化妆品|怎么样	高姿|面膜	高姿大|白水	高姿|化妆品	高姿|适合|什么|年龄	高姿|面膜|怎么样	高姿|官网	高姿|是|几线|品牌	0.256	0.047	0.042	0.039	0.026	0.023	0.023	0.018	0.014	0.013
